University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Blanox Proki	3	64	68	91	43	53	37	106	36	33	25	92	C+	18	57.83	-1	1	1	0	0
Blaist_Blaland	Blaki Naix	4	22	27	47	33	17	28	37	6	64	71	89	F+	18	38.54	-1	1	1	0	0
Blaist_Blaland	Zax Sovku	5	38	35	66	25	111	43	24	27	33	45	99	D+	19	51.78	-1	1	1	0	0
Blaist_Blaland	Blaki Kuya	1	37	25	9	13	10	26	58	72	47	33	79	D	18	40.26	-1	1	1	0	0
Blaist_Blaland	Ixux Bla	2	72	48	24	20	38	50	46	49	62	57	63	C	20	45.54	-1	1	1	0	0
Blaist_Blaland	Danaix Sovix	3	12	12	16	24	26	34	45	22	22	25	81	D	18	29.25	-1	1	1	0	0
Blaist_Blaland	Naxnoxsoya Proki	4	12	5	51	30	10	12	34	27	63	62	93	F+	18	37.12	-1	1	1	0	0
Blaist_Blaland	Zaxkla Kukroda	5	36	23	61	67	103	73	53	24	62	90	84	C+	21	66.07	-1	1	1	0	0
University of Sozaxon	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Kinox Prokexov	1	73	62	28	10	13	57	40	42	48	90	47	C	18	38.66	-1	1	1	0	0
Blaist_Blaland	Farbla Kaxpa	2	15	21	9	12	15	32	10	34	13	8	98	D+	20	23.18	-1	1	1	0	0
Blaist_Blaland	Sokolnox Kaxbla	3	74	78	29	20	27	23	49	61	43	29	73	D+	18	38.29	-1	1	1	0	0
Blaist_Blaland	Autanblanaix Yakrosov	4	17	8	22	11	17	37	48	23	29	43	89	D+	19	28.92	-1	1	1	0	0
Blaist_Blaland	Lato Uxyakro	5	14	16	29	44	15	39	17	43	36	78	61	F+	21	30.79	-1	1	1	0	0
Blaist_Blaland	Blaki Faraulik	1	62	59	16	9	42	13	28	54	28	31	76	F+	18	30.22	-1	1	1	0	0
Blaist_Blaland	Kuilikki Proki	2	38	44	19	33	10	88	22	22	21	22	79	D+	20	34.77	-1	1	1	0	0
Blaist_Blaland	Tansov Kaxfar	3	44	33	57	33	52	39	46	42	64	57	49	D	19	47.78	-1	1	1	0	0
Blaist_Blaland	Lato Naixi	4	23	7	65	47	11	31	25	16	73	33	86	D+	19	43.80	-1	1	1	0	0
Blaist_Blaland	Kaxnaixfar Kiux	5	5	12	23	38	51	14	34	20	11	62	79	F+	18	30.67	-1	1	1	0	0
Blaist_Blaland	Blaki Kuproku	1	54	62	22	11	31	19	54	85	54	30	71	C	18	44.45	-1	1	1	0	0
Blaist_Blaland	Noxrit Kaxfar	2	60	50	6	15	24	75	46	59	36	15	78	D+	18	43.66	-1	1	1	0	0
Blaist_Blaland	Ixbla Naxki	3	78	68	60	34	39	75	50	102	71	46	96	C+	21	63.19	-1	1	1	0	0
Blaist_Blaland	Lakolku Kuya	4	31	38	29	32	21	16	34	21	92	70	73	C	18	39.42	-1	1	1	0	0
Blaist_Blaland	Danaix Kuproku	5	11	7	8	24	33	8	13	8	16	50	83	F+	18	19.87	-1	1	1	0	0
University of Blanaxon	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Uxproku Auprat	1	79	79	20	20	37	60	35	58	37	39	59	D	20	41.13	-1	1	1	0	0
Blaist_Blaland	Ixux Kolpauxso	2	43	43	47	17	23	65	45	35	30	57	55	F+	19	40.41	-1	1	1	0	0
Blaist_Blaland	Blaux Lizaxium	3	59	54	19	25	37	55	23	26	55	31	97	C	20	38.73	-1	1	1	0	0
Blaist_Blaland	Uxku Noxkol	4	77	67	92	78	45	52	62	28	80	91	62	C	21	65.23	-1	1	1	0	0
Blaist_Blaland	Danaix Ix	5	17	8	37	58	60	28	15	31	43	67	93	D	20	41.12	-1	1	1	0	0
Blaist_Blaland	Kuilikki Ixau	1	75	69	45	22	28	69	35	87	54	14	63	C+	20	52.56	-1	1	1	0	0
Blaist_Blaland	Sovnax Kikol	2	71	88	41	67	43	50	70	53	60	82	71	C+	18	55.82	-1	1	1	0	0
Blaist_Blaland	Uxku Kaxpa	3	35	44	65	33	24	51	60	9	27	63	88	D	18	41.12	-1	1	1	0	0
Blaist_Blaland	Sovlik Dazaxka	4	52	58	110	53	62	42	39	36	54	19	61	C	18	58.35	-1	1	1	0	0
Blaist_Blaland	Kaxnaixfar Kiixrit	5	17	15	21	21	96	46	32	41	43	75	74	C+	20	44.72	-1	1	1	0	0
Blaist_Blaland	Noxrit Faraulik	1	111	93	41	25	45	34	73	124	47	92	71	D+	18	59.46	-1	1	1	0	0
Blaist_Blaland	Autanblanaix Krofar	2	47	54	11	10	17	62	33	60	31	86	53	D	18	37.22	-1	1	1	0	0
Blaist_Blaland	Iix Noxtan	3	64	75	96	53	27	34	58	52	81	77	52	D+	18	58.11	-1	1	1	0	0
Blaist_Blaland	Hjenax Kuproku	4	46	59	44	59	23	78	27	32	81	52	76	C+	18	52.08	-1	1	1	0	0
Blaist_Blaland	Kaxnaixfar Ix	5	39	26	49	49	76	42	46	30	67	56	79	D	20	52.80	-1	1	1	0	0
University of Autolik	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Sovtanzax Lizaxium	1	45	53	28	12	33	67	60	70	73	52	72	C	21	54.69	-1	1	1	0	0
Blaist_Blaland	Blalikki Bla	2	33	31	24	17	42	36	38	43	23	21	69	F	21	33.98	-1	1	1	0	0
Blaist_Blaland	Sopratyabla Yakrosov	3	15	16	19	14	21	31	17	11	20	10	57	C	19	21.00	-1	1	1	0	0
Blaist_Blaland	Noxuxnaix Naxki	4	13	9	22	13	12	10	20	6	24	20	75	D+	21	19.22	-1	1	1	0	0
Blaist_Blaland	Klanu Kurit	5	29	22	23	18	58	21	11	28	17	87	61	D	21	27.29	-1	1	1	0	0
Blaist_Blaland	Kinox Sovkol	1	75	52	22	11	41	35	50	84	101	64	100	D+	21	57.00	-1	1	1	0	0
Blaist_Blaland	Noxuxnaix Noxtan	2	25	24	30	34	17	75	25	41	28	58	79	C	19	39.21	-1	1	1	0	0
Blaist_Blaland	Ixux Ritkropro	3	41	25	13	18	37	22	41	23	23	84	87	C	19	28.31	-1	1	1	0	0
Blaist_Blaland	Kinox Kaxbla	4	22	32	46	60	45	57	20	21	61	25	76	D	21	47.42	-1	1	1	0	0
Blaist_Blaland	Tanau Faraulik	5	37	36	33	18	46	27	35	25	29	92	64	D+	20	32.36	-1	1	1	0	0
Blaist_Blaland	Tanau Krofar	1	83	69	29	24	35	91	63	112	63	69	104	D+	19	67.07	-1	1	1	0	0
Blaist_Blaland	Autanblanaix Ix	2	82	84	37	8	25	62	62	57	60	69	80	C	20	51.93	-1	1	1	0	0
Blaist_Blaland	Kilik Naxkro	3	43	29	35	25	80	52	37	9	17	34	74	D+	19	36.95	-1	1	1	0	0
Blaist_Blaland	Sopratyabla Kipafar	4	77	78	126	49	75	85	53	30	118	96	122	C+	20	82.31	-1	1	1	0	0
Blaist_Blaland	Ixux Kroda	5	30	21	60	15	77	63	54	12	24	58	76	C	20	47.82	-1	1	1	0	0
University of Uxnua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Hjenax Ritkropro	1	108	90	18	30	26	43	44	96	62	58	89	D+	20	52.18	-1	1	1	0	0
Blaist_Blaland	Tanau Sovkol	2	32	31	7	11	23	21	24	7	8	17	87	F+	19	18.04	-1	1	1	0	0
Blaist_Blaland	Kuilikki Auprat	3	34	37	62	11	37	62	53	25	57	78	80	D	21	46.82	-1	1	1	0	0
Blaist_Blaland	Sovnax Sovku	4	9	7	16	13	12	10	16	14	19	53	71	F+	21	17.33	-1	1	1	0	0
Blaist_Blaland	Sovnox Kuya	5	11	12	5	27	47	10	11	11	9	60	74	D+	19	21.14	-1	1	1	0	0
Blaist_Blaland	Nuux Hjetohje	1	8	9	20	12	9	8	17	28	6	94	50	F	18	15.98	-1	1	1	0	0
Blaist_Blaland	Farbla Noxkol	2	51	57	14	26	21	53	36	33	39	14	66	C+	19	35.68	-1	1	1	0	0
Blaist_Blaland	Nuux Zaxau	3	82	78	64	31	27	63	40	22	91	42	70	D+	20	52.41	-1	1	1	0	0
Blaist_Blaland	Kudapa Naixi	4	35	30	17	30	18	25	11	14	19	93	79	D+	20	22.82	-1	1	1	0	0
Blaist_Blaland	Ixux Kaxfar	5	22	7	37	33	54	30	18	32	23	81	76	C+	19	34.47	-1	1	1	0	0
Blaist_Blaland	Sopratyabla Sovkol	1	69	74	10	5	23	96	13	42	37	6	60	C+	18	37.58	-1	1	1	0	0
Blaist_Blaland	Blaux Kuya	2	31	36	23	16	28	26	49	45	30	31	68	D	20	34.58	-1	1	1	0	0
Blaist_Blaland	Kuilikki Sovkol	3	14	9	6	15	42	19	6	16	12	7	70	D	18	18.47	-1	1	1	0	0
Blaist_Blaland	Farbla Dazaxka	4	35	43	35	18	7	18	26	28	42	43	63	D	18	27.48	-1	1	1	0	0
Blaist_Blaland	Uxku Naxki	5	14	7	13	13	15	24	12	11	11	74	68	F+	18	17.09	-1	1	1	0	0
University of Sovkagrad	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Red_Rainbow	Prat Lizaxium	1	28	23	12	13	7	23	15	59	38	75	53	D+	21	28.04	-1	1	1	0	0
Red_Rainbow	Prat Kaxpa	2	42	43	33	22	13	30	10	41	44	36	72	D	18	31.91	-1	1	1	0	0
Red_Rainbow	Tansov Yakrosov	3	23	26	22	25	13	16	25	15	14	17	92	C	20	22.26	-1	1	1	0	0
Red_Rainbow	Farbla Toxium	4	21	29	42	40	30	22	31	14	38	73	51	D+	21	33.25	-1	1	1	0	0
Red_Rainbow	Blaux Kaxpa	5	12	19	20	17	78	12	19	7	50	89	82	D	20	33.24	-1	1	1	0	0
Red_Rainbow	Uxnax Naxkla	1	53	60	24	10	5	43	30	61	60	71	92	C	21	41.33	-1	1	1	0	0
Red_Rainbow	Kinox Kaxbla	2	74	76	32	19	80	25	30	59	44	41	85	D+	21	42.63	-1	1	1	0	0
Red_Rainbow	Tonox Kolpauxso	3	76	74	69	34	22	40	58	28	61	66	96	C+	20	48.88	-1	1	1	0	0
Red_Rainbow	Zax Farhje	4	38	33	39	24	32	41	32	9	39	19	75	D	19	34.10	-1	1	1	0	0
Red_Rainbow	Farbla Kaxbla	5	15	15	24	31	82	33	19	13	14	11	62	C+	18	34.58	-1	1	1	0	0
Red_Rainbow	Kaxnaixfar Krofar	1	58	58	10	5	11	28	7	36	24	17	59	D+	18	21.72	-1	1	1	0	0
Red_Rainbow	Nukunaix Kikol	2	16	12	34	13	12	27	10	9	21	88	83	C	18	21.67	-1	1	1	0	0
Red_Rainbow	Sovlik Kibla	3	48	48	60	48	42	40	40	17	33	42	79	C	18	41.50	-1	1	1	0	0
Red_Rainbow	Naxto Lizaxium	4	35	43	43	48	22	39	50	14	41	29	64	D+	19	39.28	-1	1	1	0	0
Red_Rainbow	Nupa Krofar	5	39	30	70	55	60	20	12	47	11	86	80	C	18	40.61	-1	1	1	0	0
University of Radugrad	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Red_Rainbow	Blaki Sovix	1	54	42	9	13	17	46	35	52	33	92	61	D+	18	33.93	-1	1	1	0	0
Red_Rainbow	Blaki Kipafar	2	46	62	25	13	10	52	48	56	43	11	66	C	19	41.75	-1	1	1	0	0
Red_Rainbow	Uxnax Kaxpa	3	38	37	13	18	25	30	30	24	33	91	93	F+	19	28.76	-1	1	1	0	0
Red_Rainbow	Kudapa Kuproku	4	11	6	9	34	19	12	17	10	12	49	58	D	19	18.54	-1	1	1	0	0
Red_Rainbow	Kinox Ixau	5	14	8	26	10	50	20	13	12	30	53	52	D	19	25.11	-1	1	1	0	0
Red_Rainbow	Hjenax Toxium	1	49	47	29	7	19	55	39	59	49	38	65	D	18	41.92	-1	1	1	0	0
Red_Rainbow	Zaxkla Kolau	2	26	24	34	16	15	17	34	53	41	10	92	C	21	35.79	-1	1	1	0	0
Red_Rainbow	Sovnox Zaxau	3	70	66	52	13	10	55	43	30	48	39	50	D	20	38.21	-1	1	1	0	0
Red_Rainbow	Ixbla Dazaxka	4	23	18	29	26	21	14	26	20	15	78	73	D	20	24.21	-1	1	1	0	0
Red_Rainbow	Sovlik Zaxnax	5	46	44	24	59	81	34	20	26	53	50	110	C	20	46.71	-1	1	1	0	0
Red_Rainbow	Kolpa Naxkla	1	6	8	15	16	7	6	22	63	30	33	71	F	18	26.94	-1	1	1	0	0
Red_Rainbow	Kolpa Zaxau	2	62	71	37	12	38	36	29	79	26	43	86	C	20	41.64	-1	1	1	0	0
Red_Rainbow	Uxku Kibla	3	37	33	55	17	50	53	34	14	41	72	73	C	20	39.81	-1	1	1	0	0
Red_Rainbow	Zaxix Kaxpa	4	11	10	27	6	9	11	13	12	19	79	63	F+	18	16.78	-1	1	1	0	0
Red_Rainbow	Lato Sovku	5	54	29	60	41	45	40	59	37	48	67	83	D+	21	48.40	-1	1	1	0	0
University of Sagua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Sagua	Pañha Qláǵlóká	1	46	52	28	16	12	95	35	38	56	42	56	D	18	45.16	-1	1	1	0	0
Sagua	Pohjá Djamhámhoñha	2	63	79	19	12	16	40	60	54	26	36	63	D	19	38.10	-1	1	1	0	0
Sagua	Poqá Mipjódló	3	46	49	46	40	33	26	80	34	29	56	66	C+	21	41.69	-1	1	1	0	0
Sagua	Mazló Sŕóniqńoqi	4	37	29	23	46	20	68	24	23	72	29	70	F+	19	42.08	-1	1	1	0	0
Sagua	Naqánkló Sŕóniqńoqi	5	27	23	36	51	68	39	9	16	19	5	90	C	18	38.40	-1	1	1	0	0
Sagua	Ǵŕópjó Makŕavamhan	1	62	63	20	22	18	37	32	85	47	82	91	D+	20	43.48	-1	1	1	0	0
Sagua	Mhokba Pobazłoḿokló	2	73	67	23	13	34	53	25	52	27	64	101	D+	21	38.29	-1	1	1	0	0
Sagua	Ni'áqŕópłá Kámh	3	62	57	38	19	33	45	59	43	51	55	66	D	20	43.12	-1	1	1	0	0
Sagua	Pañha Pŕasa	4	64	70	43	36	28	27	45	22	62	82	97	C	20	42.48	-1	1	1	0	0
Sagua	Błá Pobazłoḿokló	5	19	28	34	23	71	53	30	13	33	34	87	D	19	41.16	-1	1	1	0	0
Sagua	Mhasłanok Zlinámhmhozlo	1	53	51	5	14	15	29	43	93	44	38	80	D+	18	41.40	-1	1	1	0	0
Sagua	Sova Mipjódló	2	47	42	56	9	21	37	18	58	39	91	76	D	20	38.95	-1	1	1	0	0
Sagua	Vŕá Noq	3	22	23	83	34	77	35	47	34	42	64	81	D	18	50.41	-1	1	1	0	0
Sagua	Zlágánan Zlinámhmhozlo	4	30	23	30	71	58	48	27	33	50	14	58	C	21	46.07	-1	1	1	0	0
Sagua	Nokó Pŕasa	5	34	35	46	39	35	43	47	19	32	46	64	F+	19	39.01	-1	1	1	0	0
University of Shigua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Height_Sagua	Ni'áqŕópłá Głamha	1	30	48	15	15	16	10	29	68	61	47	78	C	19	36.47	-1	1	1	0	0
Height_Sagua	Mónhin Nánpa	2	11	13	14	7	25	30	15	10	11	47	81	D+	21	19.17	-1	1	1	0	0
Height_Sagua	Váqáp Vanho	3	12	41	33	38	25	38	43	22	44	85	89	F+	21	38.00	-1	1	1	0	0
Height_Sagua	Vanhik Słanák	4	19	15	26	8	13	25	9	10	8	50	65	F+	19	16.82	-1	1	1	0	0
Height_Sagua	Sova Slivókŕámhomhók	5	5	6	33	22	12	8	8	12	18	29	64	F+	18	18.08	-1	1	1	0	0
Height_Sagua	Mom Nhoñsła	1	50	46	39	13	5	88	14	42	54	60	58	D+	18	41.68	-1	1	1	0	0
Height_Sagua	Gázłá Ńařa	2	81	82	23	33	36	73	42	60	75	59	51	C+	19	52.74	-1	1	1	0	0
Height_Sagua	Sĺákĺa Slivókŕámhomhók	3	30	45	27	24	53	49	30	38	48	24	74	D+	19	40.21	-1	1	1	0	0
Height_Sagua	Kĺokŕañhá Kámh	4	21	20	17	35	10	23	9	10	27	46	58	D	18	21.82	-1	1	1	0	0
Height_Sagua	Vŕá Sŕa	5	22	23	25	29	65	18	60	13	48	84	92	C+	18	40.92	-1	1	1	0	0
Height_Sagua	Vavi Váva	1	93	78	10	7	38	43	23	61	71	36	81	D	18	42.51	-1	1	1	0	0
Height_Sagua	Mom Kámh	2	87	84	68	38	39	49	83	61	47	39	64	D	20	57.41	-1	1	1	0	0
Height_Sagua	Kańaq Nonhkwaqan	3	27	37	52	62	47	62	49	18	39	78	69	D	21	47.15	-1	1	1	0	0
Height_Sagua	Poqá Słanák	4	47	43	47	61	32	60	37	45	87	63	83	C+	18	55.27	-1	1	1	0	0
Height_Sagua	Mom Vjamhá	5	36	26	29	52	54	25	48	39	24	10	67	D+	18	39.81	-1	1	1	0	0
University of Dongua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Key_to_Don	Zlágánan Kámh	1	16	9	13	12	13	18	19	25	8	48	69	F+	21	18.39	-1	1	1	0	0
Key_to_Don	Kĺokŕañhá Nánpa	2	56	46	14	33	44	32	29	35	21	70	69	D	19	30.60	-1	1	1	0	0
Key_to_Don	Ha Dakómh	3	13	13	13	27	9	21	27	14	21	50	77	D+	20	21.89	-1	1	1	0	0
Key_to_Don	Pañha Vanho	4	39	41	62	6	26	18	12	13	40	35	86	F+	18	30.26	-1	1	1	0	0
Key_to_Don	Ḿavwápŕi Blamhákpwano	5	33	29	44	33	47	33	25	21	10	49	59	C	20	32.71	-1	1	1	0	0
Key_to_Don	Sávákán Sŕa	1	32	41	17	12	44	10	31	32	12	51	85	D+	20	24.60	-1	1	1	0	0
Key_to_Don	Ǵŕópjó Pŕasa	2	27	29	26	16	26	33	33	68	25	59	65	C+	18	36.08	-1	1	1	0	0
Key_to_Don	Váqáp Pobazłoḿokló	3	26	29	47	45	16	51	44	19	22	73	89	F+	21	37.10	-1	1	1	0	0
Key_to_Don	Mhokba Pjagwazwi	4	68	65	58	50	45	73	27	23	41	82	84	F+	19	48.16	-1	1	1	0	0
Key_to_Don	Poqá Slanázimhómh	5	50	47	52	24	50	29	44	27	69	76	72	C	19	43.14	-1	1	1	0	0
Key_to_Don	Mazló Pŕasa	1	68	60	14	14	30	40	13	91	48	77	88	F+	18	41.52	-1	1	1	0	0
Key_to_Don	Poqá Váva	2	58	53	38	21	37	38	26	71	20	51	82	C	21	39.31	-1	1	1	0	0
Key_to_Don	Sova Plókli	3	45	27	43	11	57	74	42	29	48	48	80	D+	21	45.61	-1	1	1	0	0
Key_to_Don	Kamhḿomh Gwábáńangli	4	53	54	67	71	51	19	46	34	49	20	100	C	20	52.37	-1	1	1	0	0
Key_to_Don	Ḿavwápŕi Pimh	5	17	26	58	39	66	31	31	40	74	83	67	D+	20	47.85	-1	1	1	0	0
University of Barsein	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Barsein	Yamazaki Saikaku	1	64	52	37	12	20	53	40	74	80	38	55	F+	21	50.63	-1	1	1	0	0
Barsein	Kasai Yoriyuki	2	14	12	9	8	16	8	32	9	7	37	71	F+	19	15.83	-1	1	1	0	0
Barsein	Domen Udo	3	30	49	21	11	43	35	35	30	57	38	72	D	20	36.31	-1	1	1	0	0
Barsein	Onishi Yakumo	4	33	25	36	23	12	28	24	23	41	13	89	D	18	30.72	-1	1	1	0	0
Barsein	Hato Naizen	5	66	20	53	35	33	36	55	28	52	106	81	D	20	43.40	-1	1	1	0	0
Barsein	Amano Salen	1	62	69	23	8	21	52	57	77	27	20	75	D+	18	43.55	-1	1	1	0	0
Barsein	Sugimoto Minoru	2	75	87	19	12	29	47	72	95	52	23	96	C+	20	55.33	-1	1	1	0	0
Barsein	Rezinal Tamuramaro	3	61	60	52	7	32	49	23	62	65	87	91	D+	21	45.25	-1	1	1	0	0
Barsein	Amano Tamuramaro	4	84	84	57	35	9	40	13	13	87	43	77	D+	19	42.50	-1	1	1	0	0
Barsein	Shishido Danjuro	5	46	28	48	44	70	48	19	37	37	37	98	C	21	46.25	-1	1	1	0	0
Barsein	Kuronuma Sadaharu	1	43	45	23	12	7	48	34	56	15	45	50	D+	18	31.57	-1	1	1	0	0
Barsein	Mùnne Ciiśǵià	2	71	75	7	6	38	35	65	45	33	37	93	D	18	39.04	-1	1	1	0	0
Barsein	Ishimoto Hideki	3	50	46	38	29	48	87	44	71	76	24	109	D+	21	59.27	-1	1	1	0	0
Barsein	Handa Toshiyuki	4	95	83	59	56	28	68	48	32	73	90	74	C	20	54.88	-1	1	1	0	0
Barsein	A'opi Dova'mar'éxànè	5	40	24	35	66	87	35	82	26	62	28	72	C	20	58.02	-1	1	1	0	0
University of Issamore	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Noùpexi Nnoncàśénreskèc	1	54	78	38	37	28	30	59	91	51	20	70	F+	20	51.14	-1	1	1	0	0
Antarion	Mùnne Vàydep	2	68	71	21	10	23	23	29	82	32	32	106	C+	20	39.20	-1	1	1	0	0
Antarion	Śa'guskeq Ggàdéʃ	3	87	95	63	39	30	50	78	57	32	29	69	C	19	50.36	-1	1	1	0	0
Antarion	Ku Dova'mar'éxànè	4	32	40	22	45	19	32	29	17	41	58	99	D+	20	34.05	-1	1	1	0	0
Antarion	Muŕahinni Mii	5	37	43	58	47	107	54	65	14	48	65	67	C	20	59.58	-1	1	1	0	0
Antarion	Ku Ttàdùycce	1	93	95	24	40	38	44	50	87	53	42	85	D+	21	52.09	-1	1	1	0	0
Antarion	Duuśuś Neśom	2	87	107	45	29	68	86	76	96	27	68	104	D+	20	65.41	-1	1	1	0	0
Antarion	Śùy Nnò'ʃiv	3	46	49	82	10	47	41	68	28	28	57	91	D+	20	45.65	-1	1	1	0	0
Antarion	Denni Qùcca'	4	40	41	77	60	39	42	51	14	74	51	86	C	21	55.67	-1	1	1	0	0
Antarion	Pàʃdo Vàydep	5	29	28	70	42	87	23	32	10	20	17	84	D	18	45.32	-1	1	1	0	0
Antarion	Màce Nùx́iś	1	86	109	56	25	14	71	39	69	52	64	103	D+	21	53.61	-1	1	1	0	0
Antarion	Guvggillmào Muqu	2	85	88	33	23	40	22	35	30	26	49	93	C+	18	33.26	-1	1	1	0	0
Antarion	Denni O'àpàasà	3	73	60	102	30	82	50	83	44	81	45	83	C	21	68.73	-1	1	1	0	0
Antarion	Pò'a Neśom	4	56	55	54	87	49	49	91	29	42	51	75	C	20	58.42	-1	1	1	0	0
Antarion	Noùpexi Ttéśve	5	35	45	61	45	90	66	76	33	53	80	73	C+	18	62.39	-1	1	1	0	0
University of Antarion 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	A'opi Yor'cél	1	81	65	18	12	19	45	34	78	43	66	92	D	19	42.64	-1	1	1	0	0
Antarion	Śùy Càl	2	66	66	29	25	36	41	33	71	55	36	72	D+	19	45.76	-1	1	1	0	0
Antarion	Cepèg Qùcca'	3	13	13	8	11	24	27	19	18	34	72	85	F+	20	24.04	-1	1	1	0	0
Antarion	Hòŕcò Qe	4	63	90	24	72	36	57	71	13	45	90	47	C	19	46.59	-1	1	1	0	0
Antarion	A'opi Nhòà	5	13	12	12	33	42	34	18	38	22	62	62	D	20	29.11	-1	1	1	0	0
Antarion	Venkàgttonhasttà Hàŕselàn	1	80	76	16	26	21	58	34	58	66	79	85	C	21	46.23	-1	1	1	0	0
Antarion	Guvggillmào Peśqu	2	54	67	51	30	46	36	51	92	67	92	90	C	20	58.12	-1	1	1	0	0
Antarion	E'àǵay Qe	3	36	39	53	11	30	82	57	45	48	18	76	D+	21	48.47	-1	1	1	0	0
Antarion	Màce Luʃpùwàrpèćii	4	52	48	47	27	13	90	41	27	37	33	83	D	19	41.95	-1	1	1	0	0
Antarion	Denni Qàmiiqè	5	28	22	38	42	60	38	27	54	29	24	87	D	19	42.08	-1	1	1	0	0
Antarion	Guvggillmào Peśqu	1	26	26	9	6	11	13	13	28	18	13	67	D	18	17.93	-1	1	1	0	0
Antarion	Noùpexi Peśqu	2	13	14	15	10	7	28	38	39	33	19	53	D	18	28.76	-1	1	1	0	0
Antarion	Venkàgttonhasttà Nùŕèodàkpiis	3	60	61	96	9	64	93	79	13	44	65	63	D	19	57.49	-1	1	1	0	0
Antarion	Mùnne Ńàhem	4	36	28	31	22	45	28	18	28	99	25	61	D	18	41.66	-1	1	1	0	0
Antarion	Śonpennneŕgomà Rrèśʃiin	5	28	26	42	85	54	47	33	19	47	14	89	C	21	49.30	-1	1	1	0	0
University of Antarion 3	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Éxànnecig Dova'mar'éxànè	1	27	19	16	14	16	26	51	42	40	78	45	C	18	32.48	-1	1	1	0	0
Antarion	Ponnew Hàŕselàn	2	62	56	19	22	55	43	59	48	27	14	88	D	19	41.98	-1	1	1	0	0
Antarion	iʃśùv Ciiśǵià	3	75	74	45	26	16	35	62	43	41	92	79	C+	20	41.14	-1	1	1	0	0
Antarion	Sipip Dova'mar'éxànè	4	47	52	60	31	33	76	71	33	60	29	101	C	19	54.21	-1	1	1	0	0
Antarion	A'opi Qàmiiqè	5	14	16	31	48	25	21	38	18	53	72	72	F+	21	34.52	-1	1	1	0	0
Antarion	Gèpeènè'nè Hàŕselàn	1	53	41	27	21	35	28	10	46	53	86	56	D+	18	33.39	-1	1	1	0	0
Antarion	A'opi ʃiw	2	8	5	13	9	10	11	7	6	24	39	78	F	18	15.38	-1	1	1	0	0
Antarion	Śa'guskeq Càl	3	56	51	42	18	46	48	54	43	94	41	78	C+	19	52.94	-1	1	1	0	0
Antarion	Mùnne Muqu	4	71	76	77	55	48	50	57	19	90	84	81	D+	21	60.87	-1	1	1	0	0
Antarion	Hòŕcò Qe	5	35	17	43	37	71	55	39	44	67	27	84	F+	20	51.59	-1	1	1	0	0
