University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Venkàgttonhasttà Nnoncàśénreskèc,64,2043,322,564,498,280,56.2248995983936,0,0,6,4,44,19,443,116,327,53,851,504,59.2244418331375, 2
Śa'guskeq Ttéśve,64,1248,125,456,445,228,51.2359550561798,0,0,0,0,24,85,486,120,366,88,358,126,35.195530726257, 3.015625
Śa'guskeq Càl,79,1422,240,622,512,311,60.7421875,0,0,0,0,19,9,152,44,108,80,599,289,48.2470784641068, 2.62025316455696
Mùnne Muqu,138,3903,917,3046,2395,1514,63.2150313152401,28,7,2,2,121,40,531,146,385,140,1792,921,51.3950892857143, 4.17391304347826
Hòŕcò Qe,128,2413,836,1015,868,423,48.7327188940092,290,91,0,0,54,24,278,72,206,61,915,433,47.3224043715847, 2.328125
Venkàgttonhasttà Nnoncàśénreskèc,64,2043,322,564,498,280,56.2248995983936,0,0,6,4,44,19,443,116,327,53,851,504,59.2244418331375, 2
Śa'guskeq Ttéśve,64,1248,125,456,445,228,51.2359550561798,0,0,0,0,24,85,486,120,366,88,358,126,35.195530726257, 3.015625
Śa'guskeq Càl,79,1422,240,622,512,311,60.7421875,0,0,0,0,19,9,152,44,108,80,599,289,48.2470784641068, 2.62025316455696
Sipip Dova'mar'éxànè,76,1546,204,710,584,299,51.1986301369863,192,61,4,2,26,30,169,50,119,111,552,249,45.1086956521739, 3.36842105263158
Hòŕcò Qe,128,2413,836,1015,868,423,48.7327188940092,290,91,0,0,54,24,278,72,206,61,915,433,47.3224043715847, 2.328125
Gèpeènè'nè Hàŕselàn,62,783,127,230,216,114,52.7777777777778,0,0,4,2,11,8,181,37,144,22,308,184,59.7402597402597, 1.14516129032258
Ponnew Hàŕselàn,96,2327,480,694,685,339,49.4890510948905,0,0,32,16,52,33,407,106,301,151,764,330,43.1937172774869, 1.79166666666667
iʃśùv Ciiśǵià,101,2577,207,957,938,473,50.4264392324094,0,0,22,11,48,30,265,67,198,148,1062,503,47.3634651600753, 2.96039603960396
Sipip Dova'mar'éxànè,76,1546,204,710,584,299,51.1986301369863,192,61,4,2,26,30,169,50,119,111,552,249,45.1086956521739, 3.36842105263158
iʃśùv Pègsheènnàyccoŕiiś,32,672,131,278,225,124,55.1111111111111,36,20,4,3,16,10,81,12,69,12,221,101,45.7013574660633, 0.34375
University of Nja players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Màce Nùx́iś,159,6534,277,1766,1588,871,54.8488664987406,0,0,46,24,91,13,2245,504,1741,124,818,416,50.8557457212714, -3.0314465408805
Gàp Dova'mar'éxànè,159,2343,159,672,672,334,49.702380952381,0,0,22,4,72,27,396,102,294,129,810,415,51.2345679012346, -1.18867924528302
Éxànnecig Qàmiiqè,124,4818,1244,1674,1736,812,46.7741935483871,0,0,82,50,128,58,657,135,522,194,1881,931,49.4949494949495, -4.61290322580645
Śa'guskeq Oŕeńà,34,741,99,217,218,106,48.6238532110092,0,0,10,5,18,12,89,24,65,9,304,161,52.9605263157895, 0.0882352941176471
Cepèg Vàydep,71,2369,464,1001,858,400,46.6200466200466,298,90,18,10,53,14,301,66,235,30,758,378,49.868073878628, -2.12676056338028
Màce Nùx́iś,159,6534,277,1766,1588,871,54.8488664987406,0,0,46,24,91,13,2245,504,1741,124,818,416,50.8557457212714, -3.0314465408805
Hòŕcò Yor'cél,64,1303,84,272,319,125,39.1849529780564,0,0,42,22,23,9,228,59,169,49,429,206,48.018648018648, -1.296875
Éxànnecig Qàmiiqè,124,4818,1244,1674,1736,812,46.7741935483871,0,0,82,50,128,58,657,135,522,194,1881,931,49.4949494949495, -4.61290322580645
Śonpennneŕgomà Luʃpùwàrpèćii,64,1609,108,562,558,277,49.6415770609319,0,0,12,8,30,16,175,32,143,47,683,361,52.8550512445095, -3.546875
Viiŕce Luʃpùwàrpèćii,65,899,115,325,296,134,45.2702702702703,95,25,5,5,20,7,111,28,83,20,283,134,47.3498233215548, -1.06153846153846
E'àǵay Ciiśǵià,62,341,46,132,100,66,66,0,0,0,0,4,5,84,22,62,9,91,44,48.3516483516484, 0.516129032258065
iʃśùv Càl,1,10,1,2,1,1,100,0,0,0,0,0,0,1,0,1,1,5,3,60, 10
Ku Vàydep,98,837,45,400,426,198,46.4788732394366,0,0,14,4,27,6,102,22,80,25,362,182,50.2762430939227, 0.0408163265306122
Śonpennneŕgomà Luʃpùwàrpèćii,64,1609,108,562,558,277,49.6415770609319,0,0,12,8,30,16,175,32,143,47,683,361,52.8550512445095, -3.546875
Viiŕce Luʃpùwàrpèćii,65,899,115,325,296,134,45.2702702702703,95,25,5,5,20,7,111,28,83,20,283,134,47.3498233215548, -1.06153846153846
University of Pentadominion 1 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Nàgiiś Mii,64,1505,96,479,459,236,51.4161220043573,0,0,18,7,48,17,415,100,315,97,453,206,45.4746136865342, -1.40625
Ǵamà Pènnaggà,32,844,60,344,296,172,58.1081081081081,0,0,0,0,18,4,262,75,187,42,230,92,40, -1.25
Gèpeènè'nè Pènnaggà,131,2187,292,818,747,321,42.9718875502008,233,55,67,46,49,23,222,59,163,107,881,427,48.4676503972758, -0.450381679389313
Śonpennneŕgomà O'àpàasà,95,2224,499,1854,1553,923,59.4333547971668,0,0,8,8,83,29,314,71,243,106,887,412,46.4487034949267, 0.515789473684211
Gàp Peśqu,76,2151,891,787,686,318,46.3556851311953,225,61,32,26,29,12,268,72,196,52,705,337,47.8014184397163, 0.526315789473684
Nàgiiś Mii,64,1505,96,479,459,236,51.4161220043573,0,0,18,7,48,17,415,100,315,97,453,206,45.4746136865342, -1.40625
Noùpexi Dova'mar'éxànè,64,1254,183,484,446,239,53.5874439461883,0,0,8,6,24,13,194,49,145,79,393,178,45.29262086514, -0.390625
Éxànnecig Nhòà,35,796,83,235,239,97,40.5857740585774,103,16,1,1,15,8,88,23,65,14,297,169,56.9023569023569, -0.571428571428571
Śonpennneŕgomà O'àpàasà,95,2224,499,1854,1553,923,59.4333547971668,0,0,8,8,83,29,314,71,243,106,887,412,46.4487034949267, 0.515789473684211
Gàp Peśqu,76,2151,891,787,686,318,46.3556851311953,225,61,32,26,29,12,268,72,196,52,705,337,47.8014184397163, 0.526315789473684
E'àǵay Ttàdùycce,46,1076,75,326,272,162,59.5588235294118,0,0,4,2,37,11,210,58,152,30,416,236,56.7307692307692, -0.5
Ku Hàŕselàn,5,19,2,2,4,1,25,0,0,0,0,0,1,0,0,0,0,7,2,28.5714285714286, 1.2
Éxànnecig Nhòà,35,796,83,235,239,97,40.5857740585774,103,16,1,1,15,8,88,23,65,14,297,169,56.9023569023569, -0.571428571428571
Payhèmàw Neśom,126,3808,174,1669,1473,678,46.0285132382892,526,138,27,20,153,44,445,111,334,84,1800,986,54.7777777777778, -0.238095238095238
E'àǵay Vàydep,32,541,56,71,73,34,46.5753424657534,0,0,4,3,8,6,63,14,49,8,186,106,56.989247311828, -2.46875
University of Pentadominion 2 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Xémni Pègsheènnàyccoŕiiś,82,2221,129,784,669,392,58.5949177877429,0,0,0,0,37,18,544,140,404,70,687,387,56.3318777292576, 2.85365853658537
Śa'guskeq Qùcca',73,1766,142,689,582,344,59.106529209622,0,0,2,1,38,17,648,181,467,91,671,336,50.0745156482861, 2.61643835616438
Śùy Nnò'ʃiv,160,2514,591,1521,1456,737,50.6181318681319,0,0,110,47,82,77,349,87,262,142,819,336,41.025641025641, -0.45
Pepi Vàydep,105,2838,397,1545,1266,652,51.5007898894155,414,124,0,0,73,30,309,76,233,148,1136,545,47.9753521126761, 2.8952380952381
E'àǵay Nùx́iś,145,5545,2258,2104,1976,940,47.5708502024291,286,83,84,53,143,50,731,180,551,131,2345,1117,47.6332622601279, -0.275862068965517
Ǵamà Ttéśve,64,1237,87,431,438,200,45.662100456621,0,0,60,31,25,9,289,72,217,43,414,202,48.792270531401, 1.1875
Śa'guskeq Qùcca',73,1766,142,689,582,344,59.106529209622,0,0,2,1,38,17,648,181,467,91,671,336,50.0745156482861, 2.61643835616438
Hòŕcò Ggàdéʃ,111,776,93,305,294,150,51.0204081632653,0,0,6,5,21,6,91,22,69,30,334,155,46.4071856287425, -0.324324324324324
Pepi Vàydep,105,2838,397,1545,1266,652,51.5007898894155,414,124,0,0,73,30,309,76,233,148,1136,545,47.9753521126761, 2.8952380952381
E'àǵay Nùx́iś,145,5545,2258,2104,1976,940,47.5708502024291,286,83,84,53,143,50,731,180,551,131,2345,1117,47.6332622601279, -0.275862068965517
Ǵamà Ttéśve,64,1237,87,431,438,200,45.662100456621,0,0,60,31,25,9,289,72,217,43,414,202,48.792270531401, 1.1875
Hòŕcò Càl,83,2333,274,1033,922,420,45.5531453362256,303,89,49,37,82,26,474,107,367,66,964,547,56.7427385892116, -0.072289156626506
Noùpexi Nnoncàśénreskèc,56,933,74,325,268,130,48.5074626865672,99,31,4,3,23,50,98,22,76,58,251,92,36.6533864541833, 2.75
Xémni Dova'mar'éxànè,64,1157,75,432,392,187,47.7040816326531,128,34,4,3,32,12,153,29,124,27,500,273,54.6, 0.75
Ǵamà Mii,106,1046,201,518,435,212,48.735632183908,171,53,3,3,26,8,128,26,102,16,454,247,54.4052863436123, 0.330188679245283
University of Shmupland 1 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Om Sung-Soo,64,1813,104,625,564,295,52.3049645390071,63,16,4,3,50,16,392,93,299,59,599,309,51.5859766277129, -1.890625
Chwa Young-Chul,137,4821,1040,2520,2486,1236,49.7184231697506,0,0,76,48,155,54,1350,327,1023,347,1871,922,49.2784607161946, -0.693430656934307
Sol Sung-Soo,42,996,139,440,509,206,40.4715127701375,0,0,44,28,35,7,122,38,84,36,391,211,53.9641943734015, -2.92857142857143
Chwa Kwang-Seok,101,1676,212,643,560,261,46.6071428571429,205,61,15,9,46,12,196,49,147,80,711,358,50.351617440225, -1.07920792079208
No Kwang-Seok,70,1752,737,719,570,297,52.1052631578947,200,71,0,0,42,22,185,54,131,49,445,197,44.2696629213483, -0.114285714285714
Sol Jung-Ho,64,1283,78,454,436,224,51.3761467889908,0,0,8,6,31,12,278,60,218,50,418,231,55.2631578947369, -0.234375
Chwa Young-Chul,137,4821,1040,2520,2486,1236,49.7184231697506,0,0,76,48,155,54,1350,327,1023,347,1871,922,49.2784607161946, -0.693430656934307
Sol Young-Chul,74,1879,300,736,671,367,54.6944858420268,0,0,4,2,40,16,215,49,166,61,715,382,53.4265734265734, 0.202702702702703
Ok Yeong-Jin,95,2796,306,1590,1400,645,46.0714285714286,460,136,42,35,85,28,358,82,276,44,1334,696,52.1739130434783, -1.42105263157895
No Kwang-Seok,70,1752,737,719,570,297,52.1052631578947,200,71,0,0,42,22,185,54,131,49,445,197,44.2696629213483, -0.114285714285714
Sol Jung-Ho,64,1283,78,454,436,224,51.3761467889908,0,0,8,6,31,12,278,60,218,50,418,231,55.2631578947369, -0.234375
Ha Jung-Ho,71,803,162,354,379,173,45.646437994723,0,0,14,8,25,7,160,42,118,53,313,152,48.5623003194888, -0.76056338028169
Sol Young-Chul,74,1879,300,736,671,367,54.6944858420268,0,0,4,2,40,16,215,49,166,61,715,382,53.4265734265734, 0.202702702702703
Ok Yeong-Jin,95,2796,306,1590,1400,645,46.0714285714286,460,136,42,35,85,28,358,82,276,44,1334,696,52.1739130434783, -1.42105263157895
Ha Chihu,97,2821,749,768,725,383,52.8275862068965,0,0,4,2,86,27,333,76,257,69,899,415,46.1624026696329, -1.88659793814433
University of Shmupland 2 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Chu Kwang-Seok,64,1324,70,380,389,188,48.3290488431877,0,0,8,4,48,9,403,114,289,37,384,202,52.6041666666667, -1.875
Chu Sung-Soo,74,2225,336,1816,1531,896,58.5238406270411,1,0,24,24,90,20,634,133,501,134,802,389,48.5037406483791, -1.97297297297297
No Young-Chul,101,2989,384,1193,1089,487,44.7199265381084,428,111,19,10,74,27,348,72,276,87,1267,650,51.3022888713496, -0.99009900990099
Ka Song-Jin,81,1801,470,962,739,410,55.4803788903924,255,86,0,0,38,22,193,31,162,34,840,479,57.0238095238095, -1.2962962962963
Kam Kwang-Seok,38,1004,385,286,242,110,45.4545454545455,102,31,14,7,19,6,118,31,87,21,296,155,52.3648648648649, -0.894736842105263
Chu Kwang-Seok,64,1324,70,380,389,188,48.3290488431877,0,0,8,4,48,9,403,114,289,37,384,202,52.6041666666667, -1.875
Chu Sung-Soo,74,2225,336,1816,1531,896,58.5238406270411,1,0,24,24,90,20,634,133,501,134,802,389,48.5037406483791, -1.97297297297297
No Young-Chul,101,2989,384,1193,1089,487,44.7199265381084,428,111,19,10,74,27,348,72,276,87,1267,650,51.3022888713496, -0.99009900990099
Ok Chin-Ho,114,3261,396,1835,1575,917,58.2222222222222,0,0,2,1,92,27,345,75,270,106,1367,710,51.9385515727871, -1.05263157894737
Chu Chin-Ho,99,2472,631,1278,1178,560,47.5382003395586,210,67,40,27,57,29,362,72,290,26,972,490,50.4115226337449, -0.767676767676768
Ka Song-Jin,64,1557,135,553,498,228,45.7831325301205,167,48,7,5,39,11,340,67,273,34,503,293,58.2504970178926, -1.375
Ka Chin-Ho,117,2524,679,1085,1178,498,42.2750424448217,0,0,172,89,60,22,547,121,426,95,1036,561,54.1505791505791, -1.43589743589744
Ka Young-Chul,60,1002,100,337,298,129,43.2885906040268,96,31,27,20,23,13,106,28,78,23,393,224,56.9974554707379, -1.88333333333333
No Song-Jin,32,656,71,217,224,103,45.9821428571429,0,0,12,11,13,3,83,28,55,14,259,155,59.8455598455598, -2.3125
Ha Kwang-Jo,81,2018,341,920,722,360,49.8614958448754,294,96,28,15,52,30,255,53,202,25,771,395,51.2321660181582, -1.23456790123457
University of Shmupland 3 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Chwa Minsu,68,1975,176,606,590,302,51.1864406779661,0,0,2,2,35,173,435,128,307,106,337,121,35.9050445103858, 6.89705882352941
Om Sung-Soo,103,1897,824,1496,1217,665,54.6425636811832,277,80,2,2,63,17,703,189,514,120,802,398,49.6259351620948, 4.16504854368932
Kwak Jae-Wook,71,1563,199,620,546,259,47.4358974358974,186,63,0,0,29,44,182,40,142,105,509,198,38.8998035363458, 6.94366197183099
Kae Yeong-Jin,103,2921,383,1511,1216,711,58.4703947368421,144,37,0,0,65,40,301,91,210,160,1239,596,48.1033091202583, 4.22330097087379
Sol Yeong-Jin,64,1591,279,605,490,246,50.2040816326531,165,47,12,10,34,14,199,62,137,13,515,271,52.621359223301, 6.171875
Chwa Minsu,68,1975,176,606,590,302,51.1864406779661,0,0,2,2,35,173,435,128,307,106,337,121,35.9050445103858, 6.89705882352941
Om Chihu,126,2221,344,1128,922,560,60.7375271149675,0,0,14,8,49,16,399,89,310,143,905,466,51.4917127071823, 1.88888888888889
Kwak Jae-Wook,71,1563,199,620,546,259,47.4358974358974,186,63,0,0,29,44,182,40,142,105,509,198,38.8998035363458, 6.94366197183099
Ka Jung-Ho,63,1381,200,586,459,246,53.5947712418301,121,38,6,4,33,11,154,47,107,48,604,295,48.841059602649, 3.73015873015873
Ok Minsu,94,1189,243,462,385,203,52.7272727272727,100,29,4,2,22,10,124,36,88,20,391,198,50.6393861892583, 3.13829787234043
Kwak Chihu,61,1094,161,284,270,142,52.5925925925926,0,0,0,0,25,14,211,54,157,58,265,113,42.6415094339623, 3.37704918032787
Om Chihu,126,2221,344,1128,922,560,60.7375271149675,0,0,14,8,49,16,399,89,310,143,905,466,51.4917127071823, 1.88888888888889
Sol Chin-Ho,62,1487,114,434,369,217,58.8075880758808,0,0,2,0,34,12,159,51,108,48,614,311,50.6514657980456, 3.48387096774194
Ka Jung-Ho,63,1381,200,586,459,246,53.5947712418301,121,38,6,4,33,11,154,47,107,48,604,295,48.841059602649, 3.73015873015873
Ok Minsu,94,1189,243,462,385,203,52.7272727272727,100,29,4,2,22,10,124,36,88,20,391,198,50.6393861892583, 3.13829787234043
University of Shmupland 4 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Sol Yeong-Jin,65,1462,211,459,438,228,52.0547945205479,0,0,6,3,28,26,354,103,251,96,442,171,38.6877828054299, 5.35384615384615
Chu Sung-Soo,79,1799,216,625,613,308,50.2446982055465,0,0,18,9,33,55,590,157,433,190,687,266,38.7190684133916, 5.9746835443038
Chwa Kwang-Jo,86,2470,351,1049,878,444,50.5694760820046,279,78,2,1,51,41,290,87,203,138,916,405,44.2139737991266, 6.09302325581395
Om Sung-Soo,32,387,124,576,444,233,52.4774774774775,139,44,17,17,20,6,93,23,70,8,179,102,56.9832402234637, 2.4375
Chu Minsu,74,1858,743,825,653,336,51.4548238897397,190,65,15,15,44,13,297,97,200,67,499,208,41.6833667334669, 5.28378378378378
Sol Yeong-Jin,65,1462,211,459,438,228,52.0547945205479,0,0,6,3,28,26,354,103,251,96,442,171,38.6877828054299, 5.35384615384615
No Chihu,32,817,133,245,229,112,48.9082969432314,0,0,26,21,6,7,146,40,106,54,336,169,50.297619047619, 4.25
Sol Yeong-Jin,86,1579,190,686,586,343,58.5324232081911,0,0,0,0,29,57,172,53,119,134,568,249,43.8380281690141, 3.52325581395349
Sol Yeong-Jin,70,1342,170,781,621,312,50.2415458937198,191,63,26,22,31,18,154,36,118,42,606,290,47.8547854785479, 4.17142857142857
Chu Sung-Soo,100,2884,722,1208,1078,494,45.8256029684601,386,109,13,8,59,42,388,86,302,112,780,322,41.2820512820513, 9.2
Kwak Minsu,106,1601,217,593,516,293,56.7829457364341,0,0,14,7,43,19,399,90,309,64,540,274,50.7407407407407, 3.30188679245283
Kwak Yeong-Jin,31,416,49,154,124,77,62.0967741935484,0,0,0,0,12,5,67,19,48,37,202,88,43.5643564356436, 3.12903225806452
Sol Yeong-Jin,86,1579,190,686,586,343,58.5324232081911,0,0,0,0,29,57,172,53,119,134,568,249,43.8380281690141, 3.52325581395349
No Chin-Ho,66,1486,238,603,521,253,48.5604606525912,160,39,15,9,33,24,165,45,120,61,680,303,44.5588235294118, 4.84848484848485
Chwa Jae-Wook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
University of Shmupland 5 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kae Young-Chul,64,1389,34,438,465,215,46.2365591397849,0,0,22,8,45,13,619,153,466,44,408,210,51.4705882352941, -1.703125
Chu Song-Jin,64,1804,290,633,639,305,47.7308294209703,0,0,36,23,38,17,338,70,268,113,683,322,47.1449487554905, -2.640625
Kwak Jung-Ho,141,1674,184,1502,1329,606,45.5981941309255,425,116,49,44,86,78,316,78,238,97,491,187,38.0855397148676, -0.0567375886524823
Ok Sung-Soo,135,2180,190,931,846,460,54.3735224586288,0,0,14,11,49,17,246,63,183,77,964,509,52.8008298755187, -1.45925925925926
Chwa Yeong-Jin,152,2402,779,894,792,364,45.959595959596,312,70,13,7,59,30,316,94,222,50,778,351,45.1156812339332, 0.394736842105263
Kae Young-Chul,64,1389,34,438,465,215,46.2365591397849,0,0,22,8,45,13,619,153,466,44,408,210,51.4705882352941, -1.703125
Kae Kwang-Jo,27,526,41,156,168,78,46.4285714285714,0,0,6,0,9,2,108,28,80,28,215,121,56.2790697674419, 0.518518518518518
Ok Young-Chul,64,1764,321,425,461,204,44.2516268980477,0,0,36,17,54,13,167,35,132,80,621,298,47.9871175523349, -4.96875
Ok Sung-Soo,135,2180,190,931,846,460,54.3735224586288,0,0,14,11,49,17,246,63,183,77,964,509,52.8008298755187, -1.45925925925926
Sol Jung-Ho,119,1115,177,264,219,132,60.2739726027397,0,0,0,0,21,12,132,32,100,12,422,227,53.7914691943128, -1.82352941176471
Kae Jung-Ho,64,1674,103,575,559,283,50.6261180679785,0,0,16,9,52,11,373,84,289,45,517,291,56.2862669245648, -4.015625
Kam Yeong-Jin,34,424,16,128,139,62,44.6043165467626,0,0,10,4,11,4,83,13,70,7,146,89,60.958904109589, -4.05882352941176
Ok Young-Chul,64,1764,321,425,461,204,44.2516268980477,0,0,36,17,54,13,167,35,132,80,621,298,47.9871175523349, -4.96875
Chu Kwang-Jo,74,976,137,415,393,174,44.2748091603053,125,24,0,0,21,10,110,25,85,50,398,193,48.4924623115578, -1.14864864864865
Sol Jung-Ho,119,1115,177,264,219,132,60.2739726027397,0,0,0,0,21,12,132,32,100,12,422,227,53.7914691943128, -1.82352941176471
University of Oasis City players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Nio Finapeke,64,1592,138,718,595,356,59.8319327731092,0,0,16,6,37,18,381,90,291,68,581,305,52.4956970740103, -0.71875
Vipoi Zonaqa,74,1401,281,654,646,317,49.0712074303406,0,0,54,20,37,31,465,114,351,131,537,212,39.4785847299814, -0.135135135135135
Zeabik Nipta,91,1454,209,603,567,298,52.5573192239859,0,0,8,7,23,14,199,53,146,32,612,343,56.0457516339869, 1.05494505494505
Eke Vuki,99,2030,191,1539,1265,643,50.8300395256917,404,134,14,14,53,23,233,62,171,95,972,471,48.4567901234568, 0.0101010101010101
Aseqa Finapeke,154,3783,831,1570,1402,726,51.7831669044223,168,45,19,7,93,54,476,138,338,135,1286,595,46.2674961119751, 0.772727272727273
Nio Finapeke,64,1592,138,718,595,356,59.8319327731092,0,0,16,6,37,18,381,90,291,68,581,305,52.4956970740103, -0.71875
Pau Nibrit,81,1654,541,750,705,359,50.9219858156028,0,0,40,32,47,42,490,110,380,145,601,246,40.9317803660566, 1.46913580246914
Dezik Depazeoni,64,1274,221,331,346,132,38.150289017341,116,31,14,13,36,12,167,41,126,62,452,230,50.8849557522124, 0.015625
Pezi Zonaqa,25,426,38,186,154,92,59.7402597402597,0,0,2,2,11,1,36,8,28,11,190,93,48.9473684210526, 0.16
Tibiziŋag Neksap,64,1160,202,374,341,152,44.574780058651,129,37,1,0,28,11,171,45,126,26,306,132,43.1372549019608, 1.53125
Pezi Depazeoni,56,1132,191,389,315,159,50.4761904761905,109,35,7,1,25,11,274,52,222,24,407,225,55.2825552825553, 1.92857142857143
Teva Piu,105,2940,397,946,942,462,49.0445859872611,0,0,66,22,81,34,583,133,450,191,1192,678,56.8791946308725, 1.94285714285714
Dezik Depazeoni,64,1274,221,331,346,132,38.150289017341,116,31,14,13,36,12,167,41,126,62,452,230,50.8849557522124, 0.015625
Tipeprik Piu,64,1098,199,422,400,176,44,126,34,2,2,32,5,139,33,106,14,495,268,54.1414141414141, -0.0625
Tibiziŋag Neksap,64,1160,202,374,341,152,44.574780058651,129,37,1,0,28,11,171,45,126,26,306,132,43.1372549019608, 1.53125
University of Sapphire Bay players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Vioŋeki Oipa,75,1874,122,366,383,178,46.4751958224543,0,0,24,10,61,14,454,90,364,89,549,267,48.6338797814208, -1.30666666666667
Tibiziŋag Qeki,98,2453,526,1309,1512,538,35.5820105820106,0,0,288,233,92,124,1004,217,787,214,733,258,35.1978171896317, 0.112244897959184
Nio Poi,105,2637,746,1090,1159,537,46.3330457290768,0,0,28,16,74,38,353,67,286,141,1001,456,45.5544455544456, -2.47619047619048
Ivi Oipa,64,1072,50,523,421,224,53.2066508313539,138,46,0,0,35,8,118,26,92,37,526,280,53.2319391634981, -2.09375
Ivi Vevapi,68,1943,616,767,671,309,46.0506706408346,237,77,20,13,31,19,256,51,205,38,587,285,48.5519591141397, -0.808823529411765
Dezik Oipa,64,1041,126,328,308,161,52.2727272727273,0,0,10,6,33,8,268,58,210,47,365,184,50.4109589041096, 1.28125
Iveo Tituqu,75,1285,69,438,453,218,48.1236203090508,0,0,4,2,41,23,299,74,225,101,439,209,47.6082004555809, -0.653333333333333
Eke Mopke,103,3397,496,1561,1448,609,42.0580110497238,497,137,82,60,99,30,413,93,320,122,1247,616,49.3985565356856, -0.553398058252427
Ivi Oipa,64,1072,50,523,421,224,53.2066508313539,138,46,0,0,35,8,118,26,92,37,526,280,53.2319391634981, -2.09375
Ivi Vevapi,68,1943,616,767,671,309,46.0506706408346,237,77,20,13,31,19,256,51,205,38,587,285,48.5519591141397, -0.808823529411765
Dezik Oipa,64,1041,126,328,308,161,52.2727272727273,0,0,10,6,33,8,268,58,210,47,365,184,50.4109589041096, 1.28125
Iveo Tituqu,75,1285,69,438,453,218,48.1236203090508,0,0,4,2,41,23,299,74,225,101,439,209,47.6082004555809, -0.653333333333333
Eke Mopke,103,3397,496,1561,1448,609,42.0580110497238,497,137,82,60,99,30,413,93,320,122,1247,616,49.3985565356856, -0.553398058252427
Kipana Nide,160,5623,614,2588,2435,1119,45.9548254620123,528,155,74,47,162,62,735,167,568,78,2735,1505,55.0274223034735, -1.23125
Pezi Ainigdine,66,1179,215,490,395,204,51.6455696202532,135,41,4,2,25,15,172,38,134,19,365,170,46.5753424657534, 0.909090909090909
University of Chromasheep Farm players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
