University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Blanox Proki	3	83	71	114	48	52	43	113	24	34	30	104	C+	19	62.80	-1	1	1	0	0
Blaist_Blaland	Blaki Naix	4	26	22	39	39	24	30	40	6	66	77	87	F+	19	39.88	-1	1	1	0	0
Blaist_Blaland	Zax Sovku	5	41	30	75	35	109	45	27	27	41	50	104	D+	20	55.91	-1	1	1	0	0
Blaist_Blaland	Blaki Kuya	1	50	32	13	18	23	33	55	94	52	40	93	D	19	47.88	-1	1	1	0	0
Blaist_Blaland	Ixux Bla	2	77	53	29	33	38	60	51	64	62	58	71	C	21	52.38	-1	1	1	0	0
Blaist_Blaland	Sopratyabla Toxium	3	49	54	26	39	34	32	54	20	45	50	71	C	18	37.99	-1	1	1	0	0
Blaist_Blaland	Blanox Pasovya	4	20	16	27	6	16	13	6	22	56	12	89	D+	18	25.56	-1	1	1	0	0
Blaist_Blaland	Zax Sovkol	5	15	10	17	29	18	15	11	21	18	69	84	C+	18	21.16	-1	1	1	0	0
University of Sozaxon	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Blanoxium Kaxfar	1	47	50	11	9	5	29	20	34	13	43	45	C	18	20.76	-1	1	1	0	0
Blaist_Blaland	Farbla Kaxpa	2	27	22	13	21	17	37	19	34	17	8	102	D+	21	27.61	-1	1	1	0	0
Blaist_Blaland	Noxku Toxium	3	30	31	38	35	50	49	63	15	15	69	81	D	18	38.73	-1	1	1	0	0
Blaist_Blaland	Zaxkla Kukroda	4	23	24	17	34	9	32	21	24	35	9	68	F+	18	27.01	-1	1	1	0	0
Blaist_Blaland	Danaix Kuproku	5	10	9	7	21	37	8	14	10	18	50	83	F+	19	20.49	-1	1	1	0	0
Blaist_Blaland	Blaki Faraulik	1	68	63	18	9	50	12	22	71	30	31	78	F+	19	33.09	-1	1	1	0	0
Blaist_Blaland	Kuilikki Proki	2	41	44	21	33	7	88	26	23	18	20	80	D+	21	35.13	-1	1	1	0	0
Blaist_Blaland	Sokolnox Kaxbla	3	76	76	32	17	35	23	48	68	42	31	75	D+	19	39.80	-1	1	1	0	0
Blaist_Blaland	Autanblanaix Yakrosov	4	19	8	28	13	16	48	51	23	32	43	99	D+	20	32.76	-1	1	1	0	0
Blaist_Blaland	Kaxnaixfar Kiux	5	16	16	20	40	52	14	38	20	15	64	85	F+	19	32.11	-1	1	1	0	0
Blaist_Blaland	Blaki Kuproku	1	65	78	26	11	38	12	69	93	66	30	63	C	19	49.79	-1	1	1	0	0
Blaist_Blaland	Noxrit Sovku	2	123	134	33	34	42	54	44	120	55	39	54	D+	20	59.21	-1	1	1	0	0
Blaist_Blaland	Tansov Kaxfar	3	52	37	69	33	57	42	51	53	72	62	49	D	20	53.76	-1	1	1	0	0
Blaist_Blaland	Lato Naixi	4	22	14	65	41	9	34	22	14	69	33	88	D+	20	41.89	-1	1	1	0	0
Blaist_Blaland	Blaux Kaxpa	5	19	19	84	40	67	11	47	29	29	81	60	D+	18	44.82	-1	1	1	0	0
University of Blanaxon	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Uxproku Auprat	1	88	91	16	20	33	66	51	86	43	44	66	D	21	49.84	-1	1	1	0	0
Blaist_Blaland	Autanblanaix Krofar	2	57	54	17	12	16	65	34	66	38	84	53	D	19	40.93	-1	1	1	0	0
Blaist_Blaland	Blaux Lizaxium	3	63	50	30	27	33	63	31	40	68	28	93	C	21	45.81	-1	1	1	0	0
Blaist_Blaland	Hjenax Kuproku	4	46	62	56	65	26	82	27	35	90	55	81	C+	19	57.77	-1	1	1	0	0
Blaist_Blaland	Danaix Ix	5	8	13	46	67	62	26	23	41	58	70	99	D	21	47.33	-1	1	1	0	0
Blaist_Blaland	Kuilikki Ixau	1	81	98	52	17	31	80	35	104	53	19	69	C+	21	58.01	-1	1	1	0	0
Blaist_Blaland	Ixux Kolpauxso	2	46	48	50	17	23	63	47	38	33	57	59	F+	20	42.11	-1	1	1	0	0
Blaist_Blaland	Uxku Kaxpa	3	38	43	77	36	31	66	67	23	25	63	97	D	19	48.45	-1	1	1	0	0
Blaist_Blaland	Sovlik Dazaxka	4	89	75	116	88	87	67	59	52	87	25	68	C	19	80.58	-1	1	1	0	0
Blaist_Blaland	Kaxnaixfar Kiixrit	5	28	24	26	31	95	59	33	30	56	84	72	C+	21	49.32	-1	1	1	0	0
Blaist_Blaland	Noxrit Faraulik	1	119	108	49	20	40	43	94	138	53	99	87	D+	19	68.55	-1	1	1	0	0
Blaist_Blaland	Sovnax Kikol	2	107	100	58	62	43	63	81	79	77	97	65	C+	19	68.62	-1	1	1	0	0
Blaist_Blaland	Iix Noxtan	3	91	114	117	48	31	46	49	52	95	70	59	D+	19	64.64	-1	1	1	0	0
Blaist_Blaland	Noxku Sovku	4	13	17	23	40	13	25	32	9	49	51	77	D	18	31.41	-1	1	1	0	0
Blaist_Blaland	Ikkrosovi Kuya	5	34	35	99	56	103	51	32	26	57	82	84	C+	18	63.02	-1	1	1	0	0
University of Autolik	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Kinox Sovkol	1	82	63	22	15	45	46	54	105	107	68	96	D+	22	64.13	-1	1	1	0	0
Blaist_Blaland	Noxuxnaix Noxtan	2	27	22	28	30	17	86	27	45	31	58	79	C	20	41.95	-1	1	1	0	0
Blaist_Blaland	Sopratyabla Yakrosov	3	11	20	22	22	18	30	22	22	22	12	60	C	20	24.29	-1	1	1	0	0
Blaist_Blaland	Naxto Auprat	4	39	47	11	9	28	25	26	29	58	79	53	D	18	27.98	-1	1	1	0	0
Blaist_Blaland	Tanau Faraulik	5	37	32	42	32	46	23	33	25	39	92	59	D+	21	35.39	-1	1	1	0	0
Blaist_Blaland	Tanau Krofar	1	108	101	23	37	40	92	74	126	77	82	117	D+	20	75.39	-1	1	1	0	0
Blaist_Blaland	Autanblanaix Ix	2	89	89	44	12	29	56	62	71	65	74	83	C	21	55.85	-1	1	1	0	0
Blaist_Blaland	Ixux Ritkropro	3	39	30	22	30	36	22	57	30	36	88	83	C	20	35.71	-1	1	1	0	0
Blaist_Blaland	Uxnax Ritkropro	4	75	68	54	31	35	41	36	11	72	82	88	D+	18	45.23	-1	1	1	0	0
Blaist_Blaland	Ixux Kroda	5	18	25	73	21	82	70	56	6	35	67	71	C	21	52.97	-1	1	1	0	0
Blaist_Blaland	Lato Kikol	1	46	42	9	6	24	9	49	105	29	16	62	D	18	37.74	-1	1	1	0	0
Blaist_Blaland	Kuilikki Farhje	2	31	28	15	11	7	29	26	13	27	24	101	C	18	24.65	-1	1	1	0	0
Blaist_Blaland	Kilik Naxkro	3	39	38	42	23	83	59	30	11	22	40	76	D+	20	39.16	-1	1	1	0	0
Blaist_Blaland	Noxrit Ixau	4	48	50	64	44	19	36	27	32	89	56	51	C	18	47.29	-1	1	1	0	0
Blaist_Blaland	Noxku Sovku	5	28	17	18	47	72	26	34	30	30	90	59	D	18	38.32	-1	1	1	0	0
University of Uxnua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Blaist_Blaland	Nuux Hjetohje	1	8	9	19	12	10	8	16	26	6	96	50	F	19	15.47	-1	1	1	0	0
Blaist_Blaland	Tanau Sovkol	2	29	32	9	11	26	21	23	9	8	15	87	F+	20	18.66	-1	1	1	0	0
Blaist_Blaland	Kuilikki Sovkol	3	15	7	6	13	42	21	7	16	12	7	70	D	19	18.66	-1	1	1	0	0
Blaist_Blaland	Kudapa Naixi	4	33	30	29	30	18	25	18	18	17	93	79	D+	21	25.46	-1	1	1	0	0
Blaist_Blaland	Uxku Naxki	5	15	7	12	16	15	24	15	11	11	74	68	F+	19	17.80	-1	1	1	0	0
Blaist_Blaland	Sopratyabla Sovkol	1	86	77	10	5	18	107	16	67	52	10	62	C+	19	46.28	-1	1	1	0	0
Blaist_Blaland	Farbla Noxkol	2	57	69	14	22	33	57	38	48	39	24	61	C+	20	39.55	-1	1	1	0	0
Blaist_Blaland	Nuux Zaxau	3	87	97	77	40	28	67	42	36	101	33	78	D+	21	60.05	-1	1	1	0	0
Blaist_Blaland	Noxrit Sovix	4	32	25	59	5	19	34	54	10	35	6	73	C+	18	33.64	-1	1	1	0	0
Blaist_Blaland	Sovnox Kuya	5	11	15	8	27	51	6	13	11	9	62	74	D+	20	21.96	-1	1	1	0	0
Blaist_Blaland	Hjenax Ritkropro	1	110	105	13	30	22	50	50	98	70	63	94	D+	21	55.42	-1	1	1	0	0
Blaist_Blaland	Blaux Kuya	2	27	66	49	16	31	36	53	55	37	28	63	D	21	43.24	-1	1	1	0	0
Blaist_Blaland	Sovnax Liksov	3	40	30	19	37	15	60	38	24	27	9	54	D	18	32.42	-1	1	1	0	0
Blaist_Blaland	Farbla Dazaxka	4	35	46	39	25	5	22	28	28	40	41	65	D	19	29.47	-1	1	1	0	0
Blaist_Blaland	Ixux Kaxfar	5	17	11	51	27	58	24	27	28	28	78	73	C+	20	36.69	-1	1	1	0	0
University of Sovkagrad	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Red_Rainbow	Ikkrosovi Noxkol	1	35	27	13	9	22	17	18	51	23	70	83	D+	18	26.23	-1	1	1	0	0
Red_Rainbow	Nukunaix Kikol	2	20	16	23	18	15	45	10	29	29	93	86	C	19	28.64	-1	1	1	0	0
Red_Rainbow	Tansov Yakrosov	3	23	23	21	23	20	20	23	17	20	17	94	C	21	24.31	-1	1	1	0	0
Red_Rainbow	Naxto Lizaxium	4	35	59	50	54	26	52	42	14	57	25	67	D+	20	45.42	-1	1	1	0	0
Red_Rainbow	Farbla Kaxbla	5	30	25	33	31	80	26	33	23	44	11	56	C+	19	40.32	-1	1	1	0	0
Red_Rainbow	Kaxnaixfar Krofar	1	79	53	22	8	11	32	20	28	21	17	66	D+	19	24.87	-1	1	1	0	0
Red_Rainbow	Prat Kaxpa	2	46	43	33	27	11	27	14	35	44	39	77	D	19	31.59	-1	1	1	0	0
Red_Rainbow	Uxku Auproda	3	22	26	50	15	28	31	17	27	25	67	96	D+	18	31.00	-1	1	1	0	0
Red_Rainbow	Zax Farhje	4	52	42	48	31	35	42	46	18	61	22	94	D	20	44.32	-1	1	1	0	0
Red_Rainbow	Blaux Kaxpa	5	14	19	22	19	88	18	23	7	56	86	86	D	21	37.78	-1	1	1	0	0
Red_Rainbow	Danaix Zaxau	1	63	62	15	12	11	15	61	96	47	94	93	C	18	44.59	-1	1	1	0	0
Red_Rainbow	Sopratyabla Uxyakro	2	19	27	5	7	25	31	23	23	11	15	76	C+	18	21.58	-1	1	1	0	0
Red_Rainbow	Tonox Kolpauxso	3	84	88	75	42	35	39	77	35	58	65	97	C+	21	54.88	-1	1	1	0	0
Red_Rainbow	Pratnoxpro Kaxpa	4	18	15	24	18	13	15	25	7	19	20	47	F+	18	19.35	-1	1	1	0	0
Red_Rainbow	Nupa Krofar	5	32	41	65	82	64	31	26	41	24	88	80	C	19	48.89	-1	1	1	0	0
University of Radugrad	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Red_Rainbow	Kolpa Naxkla	1	7	8	14	16	5	7	22	64	29	33	72	F	19	26.88	-1	1	1	0	0
Red_Rainbow	Blaki Kipafar	2	55	77	31	16	10	60	39	66	36	23	67	C	20	43.24	-1	1	1	0	0
Red_Rainbow	Uxnax Kaxpa	3	37	37	16	19	25	31	32	24	34	91	93	F+	20	29.83	-1	1	1	0	0
Red_Rainbow	Zaxix Kaxpa	4	11	10	27	7	8	11	13	12	20	79	66	F+	19	17.15	-1	1	1	0	0
Red_Rainbow	Kinox Ixau	5	19	8	28	10	58	15	13	14	27	53	49	D	20	25.69	-1	1	1	0	0
Red_Rainbow	Blaki Sovix	1	74	64	11	13	19	53	37	70	42	92	72	D+	19	41.01	-1	1	1	0	0
Red_Rainbow	Sovhjekax Krofar	2	66	65	45	14	20	35	80	59	33	46	72	C	20	46.38	-1	1	1	0	0
Red_Rainbow	Sovnox Zaxau	3	78	80	49	28	23	55	36	42	54	38	66	D	21	43.42	-1	1	1	0	0
Red_Rainbow	Kudapa Kuproku	4	11	7	10	36	20	12	16	10	9	52	58	D	20	18.51	-1	1	1	0	0
Red_Rainbow	Sovlik Zaxnax	5	47	36	39	53	98	32	17	21	65	50	115	C	21	51.32	-1	1	1	0	0
Red_Rainbow	Hjenax Toxium	1	56	58	31	5	24	56	41	64	54	38	66	D	19	44.65	-1	1	1	0	0
Red_Rainbow	Kolpa Zaxau	2	70	66	37	12	36	45	42	97	39	49	66	C	21	49.11	-1	1	1	0	0
Red_Rainbow	Uxku Kibla	3	33	47	62	14	51	66	39	18	43	72	84	C	21	44.48	-1	1	1	0	0
Red_Rainbow	Ixbla Dazaxka	4	28	16	34	31	27	14	30	20	17	81	70	D	21	27.20	-1	1	1	0	0
Red_Rainbow	Kilik Kikol	5	16	14	35	12	45	17	9	8	19	93	55	C	18	23.44	-1	1	1	0	0
University of Sagua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Sagua	Mhasłanok Zlinámhmhozlo	1	61	54	7	14	15	30	41	105	51	36	80	D+	19	44.70	-1	1	1	0	0
Sagua	Pohjá Djamhámhoñha	2	61	72	22	12	13	39	53	62	35	40	67	D	20	40.06	-1	1	1	0	0
Sagua	Ni'áqŕópłá Kámh	3	64	59	32	19	37	45	59	47	58	57	71	D	21	44.76	-1	1	1	0	0
Sagua	Mazló Sŕóniqńoqi	4	33	29	23	49	24	64	25	29	69	29	74	F+	20	42.82	-1	1	1	0	0
Sagua	Nokó Pŕasa	5	43	33	45	39	43	38	48	20	36	41	63	F+	20	40.20	-1	1	1	0	0
Sagua	Ǵŕópjó Makŕavamhan	1	62	65	18	22	23	45	29	91	44	82	92	D+	21	44.86	-1	1	1	0	0
Sagua	Sova Mipjódló	2	53	45	58	9	23	53	35	71	60	93	80	D	21	50.68	-1	1	1	0	0
Sagua	Vŕá Noq	3	24	38	97	42	86	37	68	37	52	61	89	D	19	60.00	-1	1	1	0	0
Sagua	Pañha Pŕasa	4	67	72	54	35	31	35	43	27	64	79	98	C	21	45.90	-1	1	1	0	0
Sagua	Błá Pobazłoḿokló	5	27	44	38	20	89	56	29	9	48	39	89	D	20	46.31	-1	1	1	0	0
Sagua	Pañha Qláǵlóká	1	48	53	20	22	16	95	49	52	48	44	61	D	19	48.24	-1	1	1	0	0
Sagua	Bá Sŕa	2	68	65	39	22	21	33	55	101	47	89	96	C	18	52.90	-1	1	1	0	0
Sagua	Zlágánan Noq	3	104	113	31	38	30	75	88	78	64	39	77	B	18	59.38	-1	1	1	0	0
Sagua	Mhokba Makŕavamhan	4	47	50	60	61	30	54	27	15	82	15	70	D	18	51.33	-1	1	1	0	0
Sagua	Mónhin Pjagwazwi	5	36	25	25	94	69	38	57	32	83	87	73	D	21	56.98	-1	1	1	0	0
University of Shigua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Height_Sagua	Ni'áqŕópłá Głamha	1	55	58	17	22	27	13	45	80	73	54	92	C	20	45.86	-1	1	1	0	0
Height_Sagua	Mom Kámh	2	99	103	64	38	32	50	81	75	38	39	64	D	21	57.28	-1	1	1	0	0
Height_Sagua	Sĺákĺa Slivókŕámhomhók	3	37	36	30	32	55	52	28	42	48	26	74	D+	20	42.18	-1	1	1	0	0
Height_Sagua	Vanhik Słanák	4	22	15	28	12	13	23	8	14	8	52	65	F+	20	17.75	-1	1	1	0	0
Height_Sagua	Sova Slivókŕámhomhók	5	5	6	31	24	13	10	8	15	21	27	64	F+	19	19.07	-1	1	1	0	0
Height_Sagua	Mom Nhoñsła	1	52	50	41	13	7	97	19	42	61	64	66	D+	19	45.93	-1	1	1	0	0
Height_Sagua	Gázłá Ńařa	2	87	95	19	33	38	97	36	59	78	66	54	C+	20	55.92	-1	1	1	0	0
Height_Sagua	Kańaq Nonhkwaqan	3	30	40	49	64	49	56	50	30	39	78	72	D	22	48.07	-1	1	1	0	0
Height_Sagua	Kĺokŕañhá Kámh	4	23	25	21	39	16	31	16	10	29	48	58	D	19	25.94	-1	1	1	0	0
Height_Sagua	Mom Vjamhá	5	41	36	38	62	68	29	64	46	26	7	75	D+	19	48.77	-1	1	1	0	0
Height_Sagua	Vavi Váva	1	79	81	13	7	43	57	40	78	79	32	88	D	19	52.27	-1	1	1	0	0
Height_Sagua	Sova Pjagwazwi	2	50	47	33	9	37	44	33	23	30	11	60	D+	18	32.36	-1	1	1	0	0
Height_Sagua	Qó Qŕámanh	3	52	61	57	18	20	34	22	33	70	63	78	C	18	40.61	-1	1	1	0	0
Height_Sagua	Swanano Pjagwazwi	4	28	22	26	21	8	24	7	10	8	88	92	D+	18	19.50	-1	1	1	0	0
Height_Sagua	Vŕá Sŕa	5	26	25	39	42	81	23	61	31	72	87	92	C+	19	51.96	-1	1	1	0	0
University of Dongua	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Key_to_Don	Sávákán Sŕa	1	32	38	17	12	44	12	32	27	9	51	82	D+	21	23.55	-1	1	1	0	0
Key_to_Don	Kĺokŕañhá Nánpa	2	55	50	17	33	42	34	31	32	21	75	60	D	20	30.44	-1	1	1	0	0
Key_to_Don	Ha Dakómh	3	13	11	15	32	9	25	30	16	21	50	79	D+	21	23.98	-1	1	1	0	0
Key_to_Don	Pañha Vanho	4	39	40	58	8	26	18	11	13	43	36	91	F+	19	30.59	-1	1	1	0	0
Key_to_Don	Kwómhan Slanázimhómh	5	33	29	22	18	45	46	20	9	38	72	97	D+	18	33.02	-1	1	1	0	0
Key_to_Don	Mazló Pŕasa	1	69	65	11	18	30	38	10	100	42	79	87	F+	19	41.02	-1	1	1	0	0
Key_to_Don	Ǵŕópjó Pŕasa	2	41	47	33	17	25	56	45	68	36	59	66	C+	19	44.68	-1	1	1	0	0
Key_to_Don	Poqá Mipjódló	3	18	23	61	10	12	48	39	14	9	78	85	C	18	30.39	-1	1	1	0	0
Key_to_Don	Mhokba Pjagwazwi	4	75	71	60	60	48	80	29	24	48	80	84	F+	20	52.78	-1	1	1	0	0
Key_to_Don	Ḿavwápŕi Blamhákpwano	5	41	33	45	33	56	45	42	25	39	49	60	C	21	42.18	-1	1	1	0	0
Key_to_Don	Pakomha Nháǵłá	1	19	25	19	13	9	31	24	54	23	39	77	D	18	29.43	-1	1	1	0	0
Key_to_Don	Nopá Pámhóǵwá	2	60	85	48	25	33	68	36	45	47	27	49	C	20	45.81	-1	1	1	0	0
Key_to_Don	Mónhin Blamhákpwano	3	26	30	22	25	11	22	30	44	51	85	77	D+	18	32.53	-1	1	1	0	0
Key_to_Don	Kamhḿomh Gwábáńangli	4	62	55	71	72	45	26	60	31	70	25	94	C	21	57.90	-1	1	1	0	0
Key_to_Don	Poqá Slanázimhómh	5	47	68	61	37	60	24	54	27	71	77	72	C	20	48.93	-1	1	1	0	0
University of Barsein	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Barsein	Kuronuma Sadaharu	1	46	50	23	10	10	46	34	58	12	43	52	D+	19	31.27	-1	1	1	0	0
Barsein	Kasai Yoriyuki	2	15	14	11	9	16	9	33	10	9	38	71	F+	20	16.99	-1	1	1	0	0
Barsein	Domen Udo	3	32	57	23	15	43	43	37	32	59	43	77	D	21	39.32	-1	1	1	0	0
Barsein	Onishi Yakumo	4	36	37	36	27	12	28	29	21	41	16	89	D	19	31.82	-1	1	1	0	0
Barsein	Hato Inejiro	5	49	45	75	50	46	52	25	31	83	31	47	D	18	50.01	-1	1	1	0	0
Barsein	Amano Salen	1	77	77	13	8	21	66	43	86	28	17	80	D+	19	44.42	-1	1	1	0	0
Barsein	Mùnne Ciiśǵià	2	77	73	15	6	38	40	63	49	42	37	93	D	19	42.79	-1	1	1	0	0
Barsein	Ponnew Ciiśǵià	3	68	58	16	76	28	35	44	38	35	60	58	D	18	38.87	-1	1	1	0	0
Barsein	Yada Azumamaro	4	41	38	75	43	15	46	54	13	35	32	91	D	18	44.30	-1	1	1	0	0
Barsein	Rael Goro	5	32	36	79	84	75	39	47	38	36	8	96	D+	18	59.00	-1	1	1	0	0
Barsein	Mùnne Oŕeńà	1	49	53	18	10	23	41	18	43	39	29	84	C	18	32.60	-1	1	1	0	0
Barsein	Ishimoto Danjuro	2	80	72	57	26	57	27	73	59	68	19	89	D	18	56.17	-1	1	1	0	0
Barsein	Wakayama Aeridaniok	3	94	95	53	52	53	57	61	109	56	45	62	C	18	61.35	-1	1	1	0	0
Barsein	Amano Tamuramaro	4	86	84	62	37	9	47	26	16	94	43	83	D+	20	47.69	-1	1	1	0	0
Barsein	Zoenne Hikozaemon	5	26	21	17	19	21	13	27	25	36	32	53	C+	18	23.04	-1	1	1	0	0
University of Issamore	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Guvggillmào Dova'mar'éxànè	1	69	79	20	6	49	56	36	108	40	27	80	C+	18	49.85	-1	1	1	0	0
Antarion	Sipip Ciiśǵià	2	37	36	56	10	44	28	39	18	32	63	82	D	18	34.69	-1	1	1	0	0
Antarion	Śa'guskeq ʃiw	3	33	41	85	44	15	46	53	28	38	19	76	D+	18	45.77	-1	1	1	0	0
Antarion	Ku Dova'mar'éxànè	4	29	43	27	49	16	31	33	16	47	64	102	D+	21	36.56	-1	1	1	0	0
Antarion	Payhèmàw Qàmiiqè	5	29	22	79	63	31	23	37	41	25	79	83	C	18	43.28	-1	1	1	0	0
Antarion	Ku Ttàdùycce	1	98	103	27	40	37	47	56	98	56	43	93	D+	22	56.57	-1	1	1	0	0
Antarion	Guvggillmào Muqu	2	95	99	43	23	39	33	48	46	30	54	100	C+	19	42.08	-1	1	1	0	0
Antarion	Śùy Nnò'ʃiv	3	54	62	90	10	56	45	81	37	33	57	91	D+	21	52.06	-1	1	1	0	0
Antarion	Pò'a Neśom	4	54	71	57	92	60	48	97	28	48	51	93	C	21	63.72	-1	1	1	0	0
Antarion	Pàʃdo Vàydep	5	36	35	70	41	101	19	41	18	27	13	101	D	19	50.59	-1	1	1	0	0
Antarion	Màce Nùx́iś	1	88	113	51	30	25	66	45	76	52	73	112	D+	22	55.98	-1	1	1	0	0
Antarion	Mùnne Vàydep	2	85	73	19	10	24	41	33	78	36	39	105	C+	21	42.66	-1	1	1	0	0
Antarion	Śa'guskeq Ggàdéʃ	3	111	101	82	44	22	63	80	61	43	30	69	C	20	57.19	-1	1	1	0	0
Antarion	Pò'a Qàmiiqè	4	52	47	50	31	41	46	18	8	78	92	96	D+	18	44.73	-1	1	1	0	0
Antarion	Muŕahinni Mii	5	50	39	65	62	124	52	68	10	56	80	66	C	21	66.16	-1	1	1	0	0
University of Antarion 2	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Guvggillmào Peśqu	1	25	28	7	8	11	19	14	29	20	13	67	D	19	19.49	-1	1	1	0	0
Antarion	Noùpexi Peśqu	2	19	12	21	8	12	39	38	42	35	19	55	D	19	32.45	-1	1	1	0	0
Antarion	Cepèg Qùcca'	3	13	14	11	15	26	38	24	19	34	72	84	F+	21	27.31	-1	1	1	0	0
Antarion	Ǵamà Hàŕselàn	4	6	15	5	19	21	20	39	12	10	58	64	D+	18	19.54	-1	1	1	0	0
Antarion	A'opi Nhòà	5	13	12	12	32	44	37	18	39	20	62	62	D	21	29.58	-1	1	1	0	0
Antarion	A'opi Yor'cél	1	82	73	22	12	26	46	42	89	50	66	104	D	20	48.59	-1	1	1	0	0
Antarion	Śùy Càl	2	64	73	35	35	36	47	47	85	49	31	77	D+	20	51.92	-1	1	1	0	0
Antarion	Gèpeènè'nè ʃiw	3	29	22	40	60	36	69	28	16	22	93	84	D	18	39.71	-1	1	1	0	0
Antarion	Màce Luʃpùwàrpèćii	4	55	48	49	26	17	92	36	27	37	36	82	D	20	42.23	-1	1	1	0	0
Antarion	Denni Qàmiiqè	5	28	28	44	50	66	39	31	56	38	30	93	D	20	47.14	-1	1	1	0	0
Antarion	Venkàgttonhasttà Hàŕselàn	1	76	86	30	30	28	47	42	68	71	79	81	C	22	50.42	-1	1	1	0	0
Antarion	Guvggillmào Peśqu	2	59	73	54	27	54	37	59	104	85	96	96	C	21	65.85	-1	1	1	0	0
Antarion	Pò'a Luʃpùwàrpèćii	3	92	98	34	23	25	10	19	50	44	78	87	C	18	33.36	-1	1	1	0	0
Antarion	Hòŕcò Qe	4	71	76	45	65	32	67	71	16	47	90	50	C	20	49.99	-1	1	1	0	0
Antarion	iʃśùv Nnoncàśénreskèc	5	8	8	23	9	16	37	5	13	6	82	69	D+	18	18.47	-1	1	1	0	0
University of Antarion 3	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Antarion	Éxànnecig Dova'mar'éxànè	1	34	26	19	17	16	21	52	52	42	75	58	C	19	35.16	-1	1	1	0	0
Antarion	A'opi ʃiw	2	6	8	14	9	9	12	6	7	26	39	78	F	19	15.96	-1	1	1	0	0
Antarion	iʃśùv Ciiśǵià	3	91	76	47	30	18	33	70	52	47	97	78	C+	21	45.11	-1	1	1	0	0
Antarion	Sipip Dova'mar'éxànè	4	47	58	75	39	38	74	77	38	64	26	91	C	20	59.45	-1	1	1	0	0
Antarion	Éxànnecig Mii	5	19	24	16	18	25	13	14	7	19	42	93	D+	19	20.66	-1	1	1	0	0
Antarion	Venkàgttonhasttà Nnoncàśénreskèc	1	17	16	13	6	24	32	7	58	40	45	94	D+	19	31.20	-1	1	1	0	0
Antarion	Ponnew Hàŕselàn	2	75	64	19	22	54	43	56	56	34	14	94	D	20	44.56	-1	1	1	0	0
Antarion	Cepèg Rrèśʃiin	3	71	76	75	31	12	56	53	14	52	80	61	C	19	44.60	-1	1	1	0	0
Antarion	Pepi Rrèśʃiin	4	71	80	82	70	54	107	39	32	67	60	72	B	19	66.00	-1	1	1	0	0
